PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
9AzAK,5r1k/p5pp/1p6/2q5/5PPP/1P1p4/P1n1rRQ1/2R3K1 b - - 2 36,f8f4 g2a8 e2e8 a8e8 f4f8 e8f8 c5f8 f2f8,581,90,85,388,mateIn4,https://lichess.org/GdKL7CI0/black#72,
BELKu,8/4R2p/6pk/p7/1rP5/5B2/P1R2PPP/6K1 w - - 1 32,c4c5 b4b1 c2c1 b1c1 f3d1 c1d1 e7e1 d1e1,595,94,69,180,mateIn4,https://lichess.org/bypZf5q3#63,
C68TA,7k/q3Q1pp/n4p2/1Rr5/p7/5P2/P4PPP/1R4K1 b - - 0 27,a7e7 b5b8 a6b8 b1b8 c5c8 b8c8 e7d8 c8d8,584,91,74,253,mateIn4,https://lichess.org/fGZLgk0l/black#54,
JZthD,4k3/p4p2/5p1p/1P2pB2/P1R5/r7/5PPP/3R2K1 w - - 2 33,d1d7 a3a1 f5b1 a1b1 c4c1 b1c1 d7d1 c1d1,530,89,70,192,mateIn4,https://lichess.org/MQ4IwauV#65,
00XoP,6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37,f5d5 g6g1 f1g1 f2g1q,686,89,76,66,rookEndgame,https://lichess.org/KLJMqvTZ#73,
00eAX,6k1/ppprN1pp/8/8/2r5/2P5/P5PP/3R1RK1 b - - 5 26,d7e7 d1d8 e7e8 d8e8,671,81,98,745,rookEndgame,https://lichess.org/MrdsMkpV/black#52,
00ohT,6rk/3R3p/4P2r/1p3p2/p7/P1P5/1P3RpK/4Q3 w - - 1 42,h2g1 h6h1,613,91,70,127,rookEndgame,https://lichess.org/oJJZtqYa#83,
00rIF,1r6/p7/1p3k1K/P2p2pR/2p5/2P3P1/2P3P1/1R6 w - - 3 36,h5g5 b8h8,650,85,90,556,rookEndgame,https://lichess.org/aOqnitxA#71,
01Egl,2k5/r5p1/2K2p1p/8/7P/p7/8/4R3 b - - 7 61,a3a2 e1e8,688,93,73,177,rookEndgame,https://lichess.org/HRglcTgk/black#122,
0ALBX,2N5/8/8/1pk5/K1p5/2P1n3/PP6/8 w - - 0 47,a4a3 e3c2,670,82,83,148,knightEndgame,https://lichess.org/VvifqfgL#93,
0F4dQ,2n5/1p6/p2PK3/2p5/2P5/1P6/k7/8 b - - 0 51,a2b3 d6d7 c8b6 d7d8q,637,94,95,1004,knightEndgame,https://lichess.org/Uvw4K1i3/black#102,
0K9d0,3n4/6p1/p3P3/1p1P4/2p1k2p/7P/PP3P2/5K2 b - - 0 29,e4d5 e6e7 d8c6 e7e8q,657,99,79,208,knightEndgame,https://lichess.org/ZWNl1isk/black#58,
0KA3M,8/8/4k3/4P3/5K2/4N1p1/8/8 w - - 7 71,e3g4 g3g2 g4e3 g2g1q,632,90,73,173,knightEndgame,https://lichess.org/VA6GVhQf#141,
0Q1up,6N1/8/8/1k6/3bp3/4P3/K5P1/8 w - - 0 52,e3d4 e4e3 a2b3 e3e2 b3c3 e2e1q,655,83,76,99,knightEndgame,https://lichess.org/lyPP41Kv#103,
007XE,2kr3r/p1p1bpp1/2p2n1p/8/8/1P6/P1P1RPPP/RNB3K1 w - - 1 16,e2e7 d8d1 e7e1 d1e1,645,90,79,69,mateIn2,https://lichess.org/f4f7UwiT#31,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
00CpR,4r1k1/B7/2p2pK1/3n3p/8/1Q3PP1/P6r/8 b - - 0 31,e8e5 b3b8 e5e8 b8e8,614,84,84,307,mateIn2,https://lichess.org/tX2xyrPX/black#62,
00NAM,r5k1/pp3ppp/8/3p4/3P4/4R2P/q1P1QPPK/8 b - - 1 21,a2c4 e3e8 a8e8 e2e8,665,82,100,227,mateIn2,https://lichess.org/be70QtoL/black#42,
00SLR,rnbqk1nr/ppppbppp/4p3/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,g2g4 e7h4 f3h4 d8h4,662,92,94,547,mateIn2,https://lichess.org/jqepvLa0#5,Bird_Opening Bird_Opening_Other_variations
00XoP,6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37,f5d5 g6g1 f1g1 f2g1q,686,89,76,66,mateIn2,https://lichess.org/KLJMqvTZ#73,
01749,2r3k1/5ppp/4p3/3n4/2QB4/1r4P1/5PKP/R2q4 b - - 1 32,c8c4 a1a8 b3b8 a8b8 c4c8 b8c8,674,103,95,1042,mateIn3,https://lichess.org/OVh3Rgxm/black#64,
01uFt,2k1q3/pp1r4/6p1/3p4/6Q1/1B6/PPP5/1K1R4 w - - 0 33,d1d5 e8e1 d5d1 e1d1 g4d1 d7d1,643,91,54,34,mateIn3,https://lichess.org/HCzogcJU#65,
02VNy,2r2Q2/3p2qk/p2p2pp/1p6/1P2B3/P7/6PP/7K w - - 0 35,f8c8 g7a1 e4b1 a1b1 c8c1 b1c1,631,86,67,78,mateIn3,https://lichess.org/aMhgyWm5#69,
07wWc,1r5k/p5pp/5p2/2N5/P2P1b2/B6P/4qPP1/4R2K w - - 0 32,e1e2 b8b1 a3c1 b1c1 e2e1 c1e1,689,112,95,163,mateIn3,https://lichess.org/ljUoinow#63,
09ZRi,1r1R3k/ppp3pp/2n2p2/2q5/Q1P5/8/PP3PPP/3R2K1 b - - 7 23,b8d8 d1d8 c6d8 a4e8 c5f8 e8f8,620,92,85,479,mateIn3,https://lichess.org/Yx8HTgRk/black#46,
1dHYp,6k1/p1p2ppp/2p3n1/5q2/7Q/2P1r3/P1Pr3P/1R4KR b - - 7 25,g6h4 b1b8 f5c8 b8c8 d2d8 c8d8 e3e8 d8e8,610,101,84,224,mateIn4,https://lichess.org/dd6BV18u/black#50,
1iNQO,2r2k2/1p2bp1p/p1r3p1/P2pP3/3q1B2/1P6/Q3RPPP/3R2K1 w - - 0 30,d1d4 c6c1 f4c1 c8c1 d4d1 c1d1 e2e1 d1e1,639,107,86,420,mateIn4,https://lichess.org/Nl5IscBl#59,
1u2QZ,3r2k1/3q1p1p/p3bRp1/1p4Q1/8/P2B4/1Pr1R1PP/7K w - - 0 26,d3c2 d7d1 c2d1 d8d1 e2e1 d1e1 f6f1 e1f1,646,98,81,380,mateIn4,https://lichess.org/2gatMXwr#51,
BSjIN,r5k1/3R1ppp/8/3b2B1/8/5N2/1PP2PPP/6K1 w - - 1 22,d7d5 a8a1 g5c1 a1c1 d5d1 c1d1 f3e1 d1e1,673,99,83,105,mateIn4,https://lichess.org/Bt65flWc#43,
G9625,8/2R4p/3R2pk/8/8/5N2/r4PPP/6K1 w - - 3 30,d6d7 a2a1 c7c1 a1c1 d7d1 c1d1 f3e1 d1e1,661,102,83,410,mateIn4,https://lichess.org/KhYk2hOW#59,
006OI,8/p7/5k2/P5R1/6KP/8/8/5r2 w - - 5 53,g5g8 f1g1 g4f4 g1g8,758,92,92,220,rookEndgame,https://lichess.org/6AH1H5wg#105,
00C7m,8/5k2/1P4R1/6PK/1r6/8/8/8 w - - 1 58,h5h6 b4h4,749,119,67,60,rookEndgame,https://lichess.org/ZbuTrTYp#115,
00DYf,1R6/6kp/3p1pp1/2r1p3/P7/1P6/2r2PPP/1R4K1 w - - 4 30,b3b4 c2c1 b1c1 c5c1,713,90,100,85,rookEndgame,https://lichess.org/nLqNgF9I#59,
00jOm,1r6/3Pkppp/4p3/3p4/8/8/P4PPP/2R3K1 w - - 0 29,c1c8 b8b1 c8c1 b1c1,749,79,100,177,rookEndgame,https://lichess.org/AptD0dS5#57,
01KQY,2r2k2/1R3p1p/6pP/P2p4/1p6/1P2RPP1/3r4/1K6 b - - 2 39,c8c2 b7b8 c2c8 b8c8,759,80,97,666,rookEndgame,https://lichess.org/O7OlrfG1/black#78,
061gK,2n5/3k2p1/3p3p/3Kp3/1N2P1PP/3P4/8/8 w - - 1 54,h4h5 c8b6,723,80,79,59,knightEndgame,https://lichess.org/HntxUAdb#107,
079TG,8/8/2k5/3pK3/3P2P1/2n5/8/8 b - - 0 45,c6b5 g4g5 c3e4 g5g6,725,81,100,259,knightEndgame,https://lichess.org/xtCTyO9k/black#90,
0Af0H,8/8/8/1p1N4/p2p4/1k1K4/8/8 w - - 0 50,d3d4 a4a3 d4c5 a3a2,738,96,96,1267,knightEndgame,https://lichess.org/4ZAjSDhz#99,
0BOHK,2k5/2P5/8/1N1pp2p/6pP/4K1P1/8/8 w - - 3 44,b5c3 d5d4 e3d2 d4c3,778,99,80,463,knightEndgame,https://lichess.org/cYPHytiq#87,
0CaAl,6k1/p6p/4p1p1/PP6/8/7P/n4PP1/5K2 b - - 0 33,a2c3 b5b6 a7b6 a5b6 c3d5 b6b7,750,81,100,370,knightEndgame,https://lichess.org/nPog27kU/black#66,
00DYf,1R6/6kp/3p1pp1/2r1p3/P7/1P6/2r2PPP/1R4K1 w - - 4 30,b3b4 c2c1 b1c1 c5c1,713,90,100,85,mateIn2,https://lichess.org/nLqNgF9I#59,
00ZWD,6k1/4bpp1/1q2p3/p2pP1N1/3P3P/1P1Q2K1/5P2/8 b - - 0 33,b6b4 d3h7 g8f8 h7h8,723,110,94,324,mateIn2,https://lichess.org/2rMTqooF/black#66,
00eCY,8/6p1/5p1p/R5kP/2b3P1/1r3PK1/8/8 b - - 4 61,c4d5 a5d5 f6f5 d5f5,762,82,88,478,mateIn2,https://lichess.org/LXHmo9rD/black#122,
00f9v,5rk1/2p3p1/1p1p4/3Pp2p/1PP1N1q1/3Qr2N/6PP/6K1 w - - 0 29,d3e3 g4d1 e3e1 d1e1,794,91,100,31,mateIn2,https://lichess.org/WHRVbLDr#57,
00jOm,1r6/3Pkppp/4p3/3p4/8/8/P4PPP/2R3K1 w - - 0 29,c1c8 b8b1 c8c1 b1c1,749,79,100,177,mateIn2,https://lichess.org/AptD0dS5#57,
01Dtr,b4rk1/2pn2p1/1p4q1/6N1/7Q/4B3/1P3PPP/3R2K1 w - - 6 27,d1d7 g6b1 e3c1 b1c1 d7d1 c1d1,712,103,95,1103,mateIn3,https://lichess.org/ZvCTnCI7#53,
06eXX,2rr2k1/p1q3pp/4Q3/3p4/1PnP1P2/2P5/P3RP1P/4R1K1 b - - 0 24,g8h8 e6e8 d8e8 e2e8 c8e8 e1e8,772,96,92,933,mateIn3,https://lichess.org/4M7zm488/black#48,
07ckQ,6k1/p3rp2/1p1p2b1/3P1qQ1/PP1B2p1/8/5PPK/2R5 b - - 1 32,f5g5 c1c8 e7e8 c8e8 g8h7 e8h8,721,88,76,170,mateIn3,https://lichess.org/iLeeyZKb/black#64,
083Fr,r4rk1/p4q2/6pQ/1p6/3P1B2/2P5/PP3PPP/R5K1 w - - 1 30,f4e5 f7f2 g1h1 f2f1 a1f1 f8f1,782,118,54,31,mateIn3,https://lichess.org/ydNbxscS#59,
09Ndi,8/4k3/pq2pr2/1p1pn1Q1/8/P7/1P3PPP/2R3K1 w - - 0 33,g5e5 b6f2 g1h1 f2f1 c1f1 f6f1,728,98,96,941,mateIn3,https://lichess.org/owXgbYEx#65,
2VZxz,8/2kbr3/p1n2q1p/1pQ3p1/8/BP3B2/P1P2PPP/4R1K1 w - - 0 26,e1e7 f6a1 a3c1 a1c1 f3d1 c1d1 e7e1 d1e1,714,103,87,1026,mateIn4,https://lichess.org/NjWIvN9s#51,
4fbFK,3rr1k1/pppq1p1p/2n2Pp1/4p3/4P3/2P2R2/PPB3PP/RN2Q2K w - - 1 19,e1h4 d7d1 c2d1 d8d1 h4e1 d1e1 f3f1 e1f1,717,105,79,124,mateIn4,https://lichess.org/iwv9SNbI#37,Indian_Defense Indian_Defense_Other_variations
57bZ7,r3n1k1/1b3ppp/2p5/1p1p4/5B2/1BNP4/1PP2PPP/4R1K1 w - - 0 19,e1e7 a8a1 c3b1 a1b1 f4c1 b1c1 e7e1 c1e1,779,89,79,830,mateIn4,https://lichess.org/MxClHEmS#37,
7YPVk,6k1/p1q4p/1p3QpB/2rp1r2/3p4/1B1P2R1/PP4PP/7K w - - 0 28,f6f5 c5c1 h6c1 c7c1 b3d1 c1d1 f5f1 d1f1,758,93,95,1113,mateIn4,https://lichess.org/lPJxe3Hr#55,
BBMFy,6k1/1p3ppp/4b3/4B3/8/2P5/3rr1PP/R6K b - - 7 28,e2e5 a1a8 e6c8 a8c8 d2d8 c8d8 e5e8 d8e8,724,102,74,356,mateIn4,https://lichess.org/2tH38xvC/black#56,
006yP,6R1/8/Kpk1p3/1p1pP3/6P1/PPP1r3/8/8 b - - 3 40,e3c3 g8c8 c6d7 c8c3,819,89,80,148,rookEndgame,https://lichess.org/vf9MOLH1/black#80,
00EWi,8/8/1R3pkp/1pP5/1P3PKP/r7/8/8 w - - 2 48,b6b5 f6f5,866,76,100,257,rookEndgame,https://lichess.org/RxrVCbwq#95,
00ZPK,5r2/R2R1pk1/P7/5pp1/8/1KP5/5r2/8 b - - 0 44,g5g4 d7f7 f8f7 a7f7 g7f7 a6a7,857,93,94,1091,rookEndgame,https://lichess.org/Y6yYxIcG/black#88,
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,839,78,99,1036,rookEndgame,https://lichess.org/JhG6365X/black#76,
00oYS,4K3/4P1k1/8/8/8/8/2p1R3/2r5 w - - 10 59,e8d7 c1d1 d7e6 c2c1q,828,81,100,105,rookEndgame,https://lichess.org/poyLvn1d#117,
00HIV,8/8/1p1k1n1p/4p3/1PP2pp1/3K4/3N1PPP/8 b - - 3 37,h6h5 d2e4 f6e4 d3e4,841,82,100,482,knightEndgame,https://lichess.org/1mef1VFJ/black#74,
07Dxf,8/2p5/p2k1n2/1pp5/5P2/P4K2/1PPN4/8 b - - 5 33,c5c4 d2e4 f6e4 f3e4,879,77,100,204,knightEndgame,https://lichess.org/AhrkCapf/black#66,
089jo,8/8/8/1n6/1P5p/3pK1k1/5N2/8 w - - 4 61,f2d3 h4h3 d3f2 h3h2 f2h1 g3g2,867,90,95,368,knightEndgame,https://lichess.org/1Rcfbwzr#121,
08Dl3,8/8/8/3n1P2/5K2/1kp1N3/8/8 w - - 7 58,e3d5 c3c2 f4e5 c2c1q,819,100,74,108,knightEndgame,https://lichess.org/PeWjOK9y#115,
099As,8/2p2p2/p1p1nPp1/1p3kPp/5P1P/1P3K2/P1P1N3/8 b - - 6 28,c6c5 e2g3,830,79,83,280,knightEndgame,https://lichess.org/rJfWBkzM/black#56,
0061g,6k1/pp3pp1/2p1q1Pp/3b4/8/6Q1/PB3Pp1/3RrNK1 b - - 2 27,e1d1 g3b8 e6e8 b8e8,802,92,73,267,mateIn2,https://lichess.org/dJ3xEKJK/black#54,
00H8a,5bk1/2R4p/6p1/8/2b1NP1P/4P1K1/r7/8 b - - 2 45,c4d3 e4f6 g8h8 c7h7,835,77,88,303,mateIn2,https://lichess.org/7UUQgJDC/black#90,
00HEh,3R1rk1/pp3ppp/2p3b1/2n3P1/2B2q1P/5N2/PPP1QP2/4R1K1 b - - 0 23,f8d8 e2e8 d8e8 e1e8,811,88,90,445,mateIn2,https://lichess.org/ekEf00kl/black#46,
00HzH,2r2Qk1/p2q2p1/1p2p1Np/3p3P/3Pb1P1/2P5/PP3R2/6K1 b - - 4 33,c8f8 f2f8 g8h7 f8h8,802,86,91,372,mateIn2,https://lichess.org/XB8lgZ9N/black#66,
00Keu,R7/1p3kp1/2pK3p/3p1PP1/1r1B2nP/8/1P6/8 b - - 2 39,b4d4 g5g6 f7f6 a8f8,871,90,94,1381,mateIn2,https://lichess.org/hCWa2OUn/black#78,
00F6y,2k3r1/ppp2prp/1q2b3/8/Q7/2P1R1P1/P4P1P/4R1K1 b - - 3 23,e6d7 e3e8 d7e8 e1e8 g8e8 a4e8,807,99,93,793,mateIn3,https://lichess.org/Hii0fRVd/black#46,
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,886,95,94,208,mateIn3,https://lichess.org/VyUHT6ng/black#56,
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,839,78,99,1036,mateIn3,https://lichess.org/JhG6365X/black#76,
01382,r6k/5qp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/5R1K w - - 0 29,f1f7 a8a1 g3e1 a1e1 f7f1 e1f1,848,109,69,36,mateIn3,https://lichess.org/0nSum8Dd#57,
01ref,1k3r2/pp2b2Q/3p2p1/5nB1/3q4/8/PP3PPP/2R3K1 b - - 1 23,e7g5 h7c7 b8a8 c7c8 f8c8 c1c8,865,105,100,27,mateIn3,https://lichess.org/Q4HyoXk6/black#46,
1XJxD,1k6/pp1r3p/8/8/4r2P/2q3Q1/P7/7K b - - 1 37,b8a8 g3g8 e4e8 g8e8 d7d8 e8d8 c3c8 d8c8,890,82,83,346,mateIn4,https://lichess.org/UOBMBwc3/black#74,
20bky,8/2p5/p2p1kp1/1p2p1PR/4P2R/P2q2PK/8/8 b - - 0 35,f6g7 h5h7 g7g8 h7h8 g8f7 h4h7 f7e6 h8e8,890,88,81,157,mateIn4,https://lichess.org/uuA9ayuq/black#70,
24qw6,3rr2k/1p5b/p6p/P7/5p2/BB5P/P3p1P1/4K3 b - - 0 38,h7g8 a3b2 h8h7 b3c2 d8d3 c2d3 e8e4 d3e4,842,90,75,1814,mateIn4,https://lichess.org/BYUnJiuR/black#76,
2BkDd,5k2/2p2P2/1p1r1R2/p4K2/4P3/8/5P2/8 b - - 2 35,d6f6 f5f6 a5a4 e4e5 a4a3 e5e6 a3a2 e6e7,886,87,64,265,mateIn4,https://lichess.org/7oCaO5TD/black#70,
2l4st,1k1r1r2/p2q2pp/Ppp1p3/8/1P2Q3/2N5/2P2bPP/R1B2RK1 w - - 0 18,f1f2 d7d1 c3d1 d8d1 e4e1 d1e1 f2f1 e1f1,893,99,79,95,mateIn4,https://lichess.org/6w5EZtHe#35,Russian_Game Russian_Game_Stafford_Gambit
0039T,1r5r/p3kp2/4p2p/4P3/3R1Pp1/6P1/P1P4P/4K2R w K - 1 25,d4a4 b8b1 e1f2 b1h1 a4a7 e7f8,934,85,94,772,rookEndgame,https://lichess.org/BrtVeJlj#49,
00Bse,8/5p2/1R4k1/6p1/8/3r2PP/5K2/8 b - - 3 40,g6h5 g3g4 h5h4 b6h6,926,83,100,51,rookEndgame,https://lichess.org/PnM8NvEX/black#80,
00IaZ,4R3/1k2R3/3K2p1/1P6/1P6/2rp3r/8/8 b - - 3 45,b7b6 e8b8,923,86,83,430,rookEndgame,https://lichess.org/MA0bo8dV/black#90,
00QW1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/2Kr1PP1/8 w - - 4 31,c2c1 d2d1 c1b2 d7d2 b2a3 d1a1,930,87,94,185,rookEndgame,https://lichess.org/I3LnvYRW#61,
00liA,8/3K4/2r5/6k1/6p1/6Pp/3R3P/8 b - - 2 54,c6a6 d2d5 g5g6 d5d6 a6d6 d7d6 g6f6 d6d5 f6f5 d5d4,905,91,53,34,rookEndgame,https://lichess.org/s4AcDFcp/black#108,
00FON,1k6/8/8/6p1/1pp5/p4PP1/N1P4P/7K w - - 0 38,h2h4 b4b3 c2b3 c4b3,975,91,93,1763,knightEndgame,https://lichess.org/D9f2JIE8#75,
01tbt,8/pp1k4/3P2P1/2P2n2/P1K3N1/7p/8/8 w - - 3 44,c4d5 f5e3 g4e3 h3h2 d5d4 h2h1q,977,91,93,199,knightEndgame,https://lichess.org/Wetici7a#87,
04Wm4,8/7p/4k3/4N1p1/P5P1/1pb5/1P2K3/8 w - - 0 51,b2c3 b3b2 e5f3 b2b1q,958,76,99,389,knightEndgame,https://lichess.org/4gGTIHrb#101,
05gLk,8/8/4kn1N/1K1p4/3P2p1/5pP1/5P2/8 w - - 1 55,b5c5 f6e4 c5c6 e4f2,973,77,100,151,knightEndgame,https://lichess.org/xbKkVU86#109,
05hfp,8/4N2p/5P2/6p1/6n1/5k1K/7P/8 w - - 0 51,f6f7 g4f2,914,76,96,1096,knightEndgame,https://lichess.org/nrBPESi3#101,
007Rn,4r1k1/p4p1p/1p6/6q1/3P2n1/P4Q2/1P1B2P1/7K w - - 0 34,d2g5 e8e1 f3f1 e1f1,992,82,75,76,mateIn2,https://lichess.org/L9kH7FqT#67,
008oX,4r1k1/2R3pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1N4 b - - 3 32,e8e1 c7c8 e1e8 c8e8,978,76,71,219,mateIn2,https://lichess.org/APGKH8YH/black#64,
0092z,2r3k1/2qR1ppp/p7/2p2Q2/P7/7P/5PP1/6K1 b - - 3 26,c7c6 f5f7 g8h8 f7g7,946,86,94,417,mateIn2,https://lichess.org/fjaha7q0/black#52,
009lk,1R6/6pk/2p4p/3bP2r/5B1P/2P2qP1/P4P1Q/4R1K1 w - - 2 40,e1e3 f3d1 e3e1 d1e1,933,80,95,886,mateIn2,https://lichess.org/gLNPef4f#79,
00Bse,8/5p2/1R4k1/6p1/8/3r2PP/5K2/8 b - - 3 40,g6h5 g3g4 h5h4 b6h6,926,83,100,51,mateIn2,https://lichess.org/PnM8NvEX/black#80,
00O9a,1k3r2/q5r1/2Qp3p/N2Bp3/4P1p1/P7/1PP2PPP/R5K1 w - - 12 35,a5c4 a7f2 g1h1 f2f1 a1f1 f8f1,986,87,91,726,mateIn3,https://lichess.org/t6wbqTty#69,
00QW1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/2Kr1PP1/8 w - - 4 31,c2c1 d2d1 c1b2 d7d2 b2a3 d1a1,930,87,94,185,mateIn3,https://lichess.org/I3LnvYRW#61,
01vCu,rn2r1k1/ppp2ppp/3p4/8/3qP3/4BQP1/P1P4P/R4RK1 b - - 3 17,d4e5 f3f7 g8h8 f7f8 e8f8 f1f8,960,90,91,1490,mateIn3,https://lichess.org/sEAi1dbu/black#34,Vienna_Game Vienna_Game_Vienna_Gambit
02gXq,3r2k1/5ppp/p3p3/1qb1P3/8/2P1BQPP/8/5R1K b - - 3 26,c5e3 f3f7 g8h8 f7f8 d8f8 f1f8,939,91,80,360,mateIn3,https://lichess.org/JQSWx2VW/black#52,
02yF0,r2qr1k1/pp3ppp/1np5/3pR2b/3P4/2N2N1P/PPP1QP2/4R1K1 b - - 4 21,b6c4 e5e8 d8e8 e2e8 a8e8 e1e8,993,78,78,93,mateIn3,https://lichess.org/gxeJdrjz/black#42,
06S7w,5rk1/pp3rbp/4R1p1/2qp4/6n1/1P1B2Q1/PBP2PPP/1R4K1 w - - 1 20,g3g4 c5f2 g1h1 f2f1 d3f1 f7f1 b1f1 f8f1,990,81,100,105,mateIn4,https://lichess.org/YFKd6hcr#39,
0EuOw,2rr1k2/4q1n1/5pQ1/8/1N6/1P6/1P4PP/1K2R3 w - - 0 39,e1e7 d8d1 b1a2 c8a8 e7a7 a8a7 b4a6 a7a6,986,81,72,245,mateIn4,https://lichess.org/LPmTwnVs#77,
