PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0gMjH,8/p7/5k1p/2p3p1/2n1B1P1/4P2P/PP4K1/8 w - - 0 32,g2f3 c4d2 f3e2 d2e4,779,77,100,155,deflection,https://lichess.org/TUFrYAws#63,
0gp3k,8/8/1p2bkp1/2p1p2p/2PbP2P/1P3KP1/4BN2/8 w - - 0 45,f2d3 e6g4 f3g2 g4e2,787,77,100,111,deflection,https://lichess.org/B9tCLCwC#89,
0yYSm,r1b1kbnr/pp1pqppp/2p5/4P1B1/2Bp4/3P1Q2/PPP2PPP/RN2K2R b KQkq - 4 9,e7g5 f3f7 e8d8 f7f8,760,77,100,496,deflection,https://lichess.org/9ksst5Bt/black#18,Ruy_Lopez Ruy_Lopez_Bird_Variation
07OAB,2r3k1/p4ppp/3Qb3/8/2qPN3/P3P1P1/1r3RPP/R6K w - - 9 28,f2b2 c4c1 a1c1 c8c1,760,80,100,100,sacrifice,https://lichess.org/6dRyUgiL#55,
0GgNa,1br2r1k/1pq2ppB/p7/2PpnQ2/1P6/P6P/1B3PP1/R4RK1 w - - 0 22,f5h5 e5f3 g2f3 c7h2,769,77,100,154,sacrifice,https://lichess.org/7DGEcBBK#43,
0IhiF,1k2r3/1p3ppp/P4r2/1P2q3/3p4/3B4/2bB2PP/3Q2KR w - - 0 29,d1c2 e5e1 d2e1 e8e1 d3f1 e1f1,781,87,100,197,sacrifice,https://lichess.org/JOZuviuH#57,
0OA31,2r3kr/4Rppp/Q7/7P/2pP1K2/4NPB1/P2q2bP/8 b - - 4 30,g2h3 a6c8 h3c8 e7e8,754,77,100,287,sacrifice,https://lichess.org/vWt2qUww/black#60,
0SKnZ,3r2k1/1p3pp1/1qpr1n1p/5B2/1P6/2P2PP1/4QRKP/4R3 b - - 5 28,f6d5 e2e8 d8e8 e1e8,776,79,100,163,sacrifice,https://lichess.org/4rdNLCE3/black#56,
03BlZ,3r1r2/2p2pk1/p1p4p/8/3b4/2N4P/PP3PP1/R2R2K1 w - - 0 20,d1d3 d4f2 g1f2 d8d3,747,80,100,302,discoveredAttack,https://lichess.org/uYedq6Vm#39,
0SUaQ,1r4k1/p5pp/n1p5/2b5/4N3/7P/PPP3P1/1K2R3 b - - 4 23,b8e8 e4f6 g7f6 e1e8,753,76,100,137,discoveredAttack,https://lichess.org/I9Hu8IMv/black#46,
0fM5D,r3k2r/p3bppp/1q2bn2/2p5/2Np1P2/3Q3P/PP4P1/RNB2RK1 b kq - 0 15,b6b5 c4d6 e7d6 d3b5,765,81,100,80,discoveredAttack,https://lichess.org/Wo1YOLuN/black#30,Sicilian_Defense Sicilian_Defense_Old_Sicilian
0s9eM,r4rk1/1bq2ppp/p7/1p6/2p1N3/P1Pn4/1PQ2PPP/RB2R1K1 b - - 3 19,d3e1 e4f6 g7f6 c2h7,775,86,100,155,discoveredAttack,https://lichess.org/HsZe47mO/black#38,
0wBfh,r1bq1r1k/1p1n1ppP/4p3/b2p3P/1n1NP3/pPN1BP2/P1PQ4/2KR1B1R w - - 1 17,h1g1 b4a2 c3a2 a5d2,751,78,100,152,discoveredAttack,https://lichess.org/GLZdALH5#33,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
0EWqF,8/2R3pk/pp3p1p/3N1P1P/r7/6r1/1K6/8 b - - 3 51,b6b5 d5f6 h7h8 c7c8,885,79,100,144,pin,https://lichess.org/boJThuJ5/black#102,
0IXiN,8/6R1/2R5/5p2/P2npk2/7P/5rPK/8 w - - 1 40,c6f6 d4f3 h2h1 f2f1,842,77,100,162,pin,https://lichess.org/k4qnqV8S#79,
0k9ux,r4rk1/ppp2p2/3p2p1/n1b1p2Q/2B1Pq2/2PP1N2/PP1N4/2K3RR b - - 0 18,c5g1 h5g6,807,79,100,180,pin,https://lichess.org/wazLQsJd/black#36,Bishops_Opening Bishops_Opening_Other_variations
0puPP,rn1qr1k1/pp2b1pp/2p1p3/4N3/3P4/2N1p3/PPP1Q1PP/2KR3R w - - 0 14,e2e3 e7g5 e3g5 d8g5,861,80,100,101,pin,https://lichess.org/lNPItw5t#27,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bonsch-Osmolovsky_Variation
17p9v,rnb2rk1/pp3Qpp/3p4/2p5/2B5/2q5/P1P2PPP/R1B1R1K1 b - - 0 13,f8f7 e1e8,856,85,100,108,pin,https://lichess.org/xlQF0TUp/black#26,Philidor_Defense Philidor_Defense_Other_variations
00DPI,3r2k1/1B3p1p/6p1/3N4/3p2P1/6r1/5KP1/3R4 b - - 5 35,g3g4 d5f6 g8g7 f6g4,888,77,100,414,fork,https://lichess.org/Wjj7mxD9/black#70,
01BDz,6k1/pp6/6p1/5pN1/b1r5/7P/3R2P1/7K b - - 1 37,c4c7 d2d8 g8g7 g5e6 g7f6 e6c7,898,75,100,135,fork,https://lichess.org/NoSKLr2U/black#74,
01NVd,8/1K3Npk/5n2/R6p/7r/p7/8/8 b - - 1 48,h4h3 f7g5 h7g6 g5h3,882,76,100,206,fork,https://lichess.org/acDgVv4Q/black#96,
01V6d,8/3k4/2Rn2p1/4pp1p/4P3/4KPPP/8/8 w - - 1 46,c6b6 d6c4 e3d3 c4b6,809,77,100,232,fork,https://lichess.org/6rMZ8iNJ#91,
01knl,r1b1r1k1/pp3p2/2p3pp/8/2P1BPN1/2P5/P5PP/R4RK1 b - - 0 17,e8e4 g4f6 g8f8 f6e4,835,77,100,188,fork,https://lichess.org/0hq2kxlO/black#34,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
04xSr,8/5k2/4r3/3K4/8/8/8/7R b - - 20 64,f7e7 h1h7 e7f6 h7h6 f6g5 h6e6,866,77,100,223,deflection,https://lichess.org/wxWVQA0E/black#128,
053f9,6kR/pp2qpb1/2prr3/4PQp1/3P2P1/5P2/PP6/2K4R b - - 1 27,g7h8 f5h7 g8f8 h7h8,867,79,100,165,deflection,https://lichess.org/dGOI1hm5/black#54,
05c3K,R1b2rk1/1r3ppp/2N1p3/1p6/2pPn3/2P1P3/4BPPP/4K2R b K - 8 16,c8d7 c6e7 g8h8 a8f8,855,76,100,159,deflection,https://lichess.org/Cdq7oahM/black#32,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
07Sg1,1R3nk1/5ppp/2N5/8/2P1P3/r1N2P1b/5r2/3B3K b - - 0 27,a3c3 c6e7 g8h8 b8f8,869,77,100,174,deflection,https://lichess.org/mNQfu9UR/black#54,
0KGT2,6rk/R2R2p1/5P1p/8/p5P1/r5KP/8/8 w - - 1 42,g3h4 g7g5 h4h5 a3h3,882,77,100,574,deflection,https://lichess.org/tInoEpdk#83,
01ref,1k3r2/pp2b2Q/3p2p1/5nB1/3q4/8/PP3PPP/2R3K1 b - - 1 23,e7g5 h7c7 b8a8 c7c8 f8c8 c1c8,865,105,100,27,sacrifice,https://lichess.org/Q4HyoXk6/black#46,
0GYwD,2rk4/8/3p2q1/3Q4/pp1P4/5N2/PPP2P2/1K2R3 w - - 1 35,f3e5 g6c2 b1a1 c2c1 e1c1 c8c1,896,79,100,72,sacrifice,https://lichess.org/7QpmgOXu#69,
0Mstl,5r2/5Q2/kpp1R2p/p1q3p1/2P5/1P6/P1B2PPP/2R3K1 w - - 1 31,f7e7 c5f2 g1h1 f2f1 c1f1 f8f1,868,78,100,209,sacrifice,https://lichess.org/ZRoYaP2K#61,
0TUm0,r3r1k1/2p1qp1p/p2p1np1/3b2B1/P2N1Q2/2P5/2B2PPP/R5K1 w - - 0 21,g5f6 e7e1 a1e1 e8e1,805,82,100,64,sacrifice,https://lichess.org/PUUjdmzC#41,
0Uoty,r4rk1/pp4p1/1q1PR2p/8/3Q4/8/PP3PPP/R5K1 w - - 1 20,d4d5 b6f2 g1h1 f2f1 a1f1 f8f1,827,77,100,206,sacrifice,https://lichess.org/1pSXHhXu#39,
00R2A,2kr1b1R/p5p1/8/3P1p2/8/4B3/PPPK1P2/8 w - - 1 25,c2c4 f8b4 d2d3 d8h8,852,78,100,1159,discoveredAttack,https://lichess.org/ZjzT3REI#49,
0AuBt,r1Nq1knr/pp3p1p/2B3p1/2p5/8/2P5/P2B1PPP/3Q1RK1 b - - 0 18,b7c6 d2h6 g8h6 d1d8,831,80,100,141,discoveredAttack,https://lichess.org/GpuXy81n/black#36,Kings_Knight_Opening Kings_Knight_Opening_Other_variations
0DSjr,r2qr1k1/5ppp/3p4/p2Pb3/2P1BP2/8/4R1PP/3QR1K1 b - - 0 22,e5c3 e4h7 g8f8 e2e8 d8e8 e1e8,816,88,100,42,discoveredAttack,https://lichess.org/Yucbjeqx/black#44,
0Fb1N,r1bq1bk1/pp5p/2p2rpQ/3p4/8/2PBB3/PPP3PP/R4RK1 w - - 2 15,h6h4 f6f1 d3f1 d8h4,864,94,100,51,discoveredAttack,https://lichess.org/guU7GQPY#29,Bishops_Opening Bishops_Opening_Boden-Kieseritzky_Gambit
0LY9k,2kr4/1p1r1ppp/ppp1b3/3nP3/8/P2B1NPP/1PP2P2/1K1R3R w - - 1 20,d3e4 d5c3 b2c3 d7d1 h1d1 d8d1,869,98,100,44,discoveredAttack,https://lichess.org/8OeNyqCz#39,
01rgi,rn1qkbnr/pp2pppb/2p4p/7P/2P1N3/3B1N2/PP2QPP1/R1B1K2R b KQkq - 0 10,b8d7 e4d6,950,77,100,450,pin,https://lichess.org/qGETyzwU/black#20,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
06iAT,5r1k/6bp/3p4/P2q4/1P6/4P1P1/6QP/2R2q1K w - - 0 35,c1f1 f8f1,990,77,100,308,pin,https://lichess.org/lOg6mfQu#69,
097pq,r1b5/pp2qkp1/4pp1p/7B/1Q6/P7/1P3PPP/3R2K1 b - - 3 23,f7f8 d1d8,979,78,100,429,pin,https://lichess.org/4CS2PUME/black#46,
0Cnkb,1r3r1k/4RPp1/4N3/3p4/2p3p1/6P1/5P1P/3n2K1 b - - 4 36,c4c3 e6f8 b8f8 e7e8 h8h7 e8f8,960,77,100,410,pin,https://lichess.org/jUeBC7R8/black#72,
0HWsD,8/p3Qpqk/1p4p1/2r5/7P/P7/1PP5/1K3R2 b - - 7 39,c5d5 f1f7 d5d1 b1a2 g7f7 e7f7,970,86,100,58,pin,https://lichess.org/XJ0Lykqn/black#78,
01tIS,2kr2nr/ppp2ppp/2n5/8/2PPP3/4B2q/P1P1BP2/R2Q1RK1 b - - 0 13,d8d6 e2g4 h3g4 d1g4,927,79,100,64,fork,https://lichess.org/FqCLI5fN/black#26,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
030iQ,4r3/ppp4k/8/4p3/6NP/8/P1P3PK/8 b - - 1 45,e5e4 g4f6 h7g6 f6e8,914,86,100,26,fork,https://lichess.org/djVflfbt/black#90,
03yBf,8/2k5/1p5R/2p1Pp1p/5P2/3PBKPr/8/4b3 w - - 3 44,f3g2 h3g3 g2f1 g3e3,943,76,100,192,fork,https://lichess.org/JNCjMGpc#87,
05mC3,r4r2/ppqn1ppk/3bb3/2ppN3/3P4/3Q1N1P/PPP2PP1/R3R1K1 b - - 1 15,f7f5 f3g5 h7g8 g5e6,922,76,100,71,fork,https://lichess.org/AhY4PWMP/black#30,French_Defense French_Defense_Knight_Variation
062v8,1k1r3r/pbpPqp2/6pp/1B6/3N1P2/6P1/PP1N1K2/R2Q4 w - - 1 19,d4c6 b7c6 b5c6 e7c5 f2g2 c5c6,997,75,100,128,fork,https://lichess.org/djwkFT7Q#37,
05CfQ,8/8/p5R1/kp6/8/Pr6/1P5r/1RK5 b - - 5 50,b3f3 b2b4 a5a4 g6a6,919,77,100,179,deflection,https://lichess.org/vFivjBpH/black#100,
0IzpY,4r3/p4p1p/1p1p1kp1/2pP4/4rP2/P4K2/1P2B2P/R4R2 w - - 5 28,f1f2 e4e3 f3g2 e3e2,964,78,100,59,deflection,https://lichess.org/BoijFUg9#55,
0KeLg,5bk1/6pp/2q1P3/3p1Q2/3Pp2P/2p1B1P1/1P4K1/8 b - - 1 29,c3b2 f5f7 g8h8 f7f8,959,79,100,88,deflection,https://lichess.org/MH516li0/black#58,
0NPdN,3r3k/2p1qppp/4b3/6N1/7Q/3nP2P/5PP1/2R3K1 b - - 4 24,h7h6 g5f7 e7f7 h4d8,900,78,100,116,deflection,https://lichess.org/u8jYWPAr/black#48,
0QIEQ,3r1q1k/pp3p1p/5p2/2b5/5Pn1/2Q1PP2/PP5P/R4R1K b - - 2 21,g4e3 c3f6 f8g7 f6d8,941,78,100,79,deflection,https://lichess.org/HFIXtVwg/black#42,
01LlS,4rrk1/ppp1qppp/8/6N1/4N1P1/b2Q3P/P4P2/1R4K1 b - - 0 24,h7h6 e4f6 g7f6 d3h7,984,85,100,53,sacrifice,https://lichess.org/2D65uUUV/black#48,
06S7w,5rk1/pp3rbp/4R1p1/2qp4/6n1/1P1B2Q1/PBP2PPP/1R4K1 w - - 1 20,g3g4 c5f2 g1h1 f2f1 d3f1 f7f1 b1f1 f8f1,990,81,100,105,sacrifice,https://lichess.org/YFKd6hcr#39,
0C0WL,4rr1k/p7/1p5P/2p2qb1/3p2N1/1P3NQ1/PBPP4/2K4R w - - 5 29,f3g5 f5f1 h1f1 f8f1 g3e1 f1e1,973,75,100,161,sacrifice,https://lichess.org/85pg0xSr#57,
0CXQH,7Q/pp1r1p2/k1n3p1/3qB3/2N5/8/P4PPP/2R3K1 w - - 3 28,e5b2 d5d1 c1d1 d7d1,911,79,100,80,sacrifice,https://lichess.org/T6jdsswT#55,
0CYwL,r1bq1r1k/1pp3pp/1n3b2/p6R/P7/1B1P3P/1PP2PP1/R1BQ2K1 b - - 4 20,c8d7 h5h7 h8h7 d1h5,922,76,100,424,sacrifice,https://lichess.org/ya21lSWc/black#40,
060Lo,1r1q1rk1/pp3p1p/2nb1p2/1Q1p4/3P4/P4N2/1P3PPP/RN3RK1 w - - 0 14,b5d5 d6h2 f3h2 d8d5,946,77,100,157,discoveredAttack,https://lichess.org/vpTI3Oft#27,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
